id,text,anger,disgust,fear,joy,sadness,surprise
esp_dev_track_b_00029,I'm watching this song when @<username> has more than 35 million de verdad es increíble,0,0,0,0,0,2
esp_dev_track_b_00030,"I've heard bad things about this person, I hope he's lying and working well for the welfare of Guayaquil.",0,2,1,0,0,2
esp_dev_track_b_00031,I'm going to save my country. I'm going to take an exam.,0,0,0,2,2,0
esp_dev_track_b_00032,There's something we can do to get them to the border.,0,2,0,2,0,0
esp_dev_track_b_00033,Wow q alguien me explique?!! q crecimiento tan grande in un año 8 millones de suscriptores :O OMG,0,0,0,0,0,2
esp_dev_track_b_00034,Hasta el hachi se emociono. (It is the beginning of the end),0,0,0,2,0,2
esp_dev_track_b_00035,Before I was enchanted by the verla <unk> now I'm afraid,0,0,2,0,0,0
esp_dev_track_b_00036,"At least the son of the ""pure"" mafiosos, I always saw them as impure people.",2,2,0,0,0,0
esp_dev_track_b_00037,Like if at the beginning you are afraid because the majority can kill you,0,0,2,0,0,0
esp_dev_track_b_00038,What a paloma Chele  what a fear I would give to be there we are,0,0,2,0,0,0
esp_dev_track_b_00039,Until now I seem to be the divine punishment more boring.. almost I have seen all of them,0,2,0,0,0,0
esp_dev_track_b_00040,Jaja a esta tipa no se le cree nada. I don't know what to do with myself.,0,2,0,0,0,0
esp_dev_track_b_00041,I'm going to cry all the time because we're Mexicans.,0,0,0,0,1,0
esp_dev_track_b_00042,"I can't believe that these people, and that people resisted so much, my respects.",0,0,0,0,0,2
esp_dev_track_b_00043,I am going to cry over the video.,0,0,0,0,2,0
esp_dev_track_b_00044,I have a lot of fear of traveling by plane  in August I will have to do it ,0,0,2,0,0,0
esp_dev_track_b_00045,Como me gustaría ver juntos a @<username> y Mariana they make an excellent pareja <unk> they make a perfect pareja 🙂♥️,0,0,0,2,1,0
esp_dev_track_b_00046,I'm sorry I came with a little bit of asco.,0,2,0,0,0,0
esp_dev_track_b_00047,I want you to #<unk>username> me encata tu baile saludos I want you to <unk>,0,0,0,2,0,0
esp_dev_track_b_00048,That I'm afraid so much petroburros jusntos,0,2,2,0,0,0
esp_dev_track_b_00049,A todos los que critiquen a @<username> me can mal,2,0,0,0,0,0
esp_dev_track_b_00050,Like if you dance asco o miedo the spiders,0,2,2,0,0,0
esp_dev_track_b_00051,Video of fuck no dijo nada nuevo What is this?,2,2,0,0,0,0
esp_dev_track_b_00052,Imagine how they are afraid there at night.,0,0,2,0,0,0
esp_dev_track_b_00053,Seguria suffering if no outside for you,0,0,0,0,1,0
esp_dev_track_b_00054,OMG is the best rous that Eeee visto ,0,0,0,0,0,3
esp_dev_track_b_00055,The house gives a little fear  ,0,0,2,0,0,0
esp_dev_track_b_00056,"More Families Father and Mother So, They Are Happy With Their Children's Achievements",0,0,0,2,0,0
esp_dev_track_b_00057,"Pongan men, women with each other are out of control.",0,2,0,0,0,0
esp_dev_track_b_00058,Puro fanatismo el único video de @<username> that does not like me <unk>,0,2,0,0,0,0
esp_dev_track_b_00059,I suffer from poverty and I want to be happy.,0,2,0,0,2,0
esp_dev_track_b_00060,Never in my life I liked these songs and for him @<username> ando aquí escuchando las chichas...YA NADA 😂😊,0,0,0,2,0,1
esp_dev_track_b_00061,Woooooowowmeencanto siii los amo meencanto todo woooow,0,0,0,3,0,2
esp_dev_track_b_00062,Criticism of the losers @<unk><unk>username> jajaja ellos son lps retardados jajaj is the name of the loser,0,2,0,2,0,0
esp_dev_track_b_00063,"I'll be all right, I'll be all right, I'll be all right",0,0,0,2,0,0
esp_dev_track_b_00064,What worries me is that they had enough intelligence to create a language on their own.,0,0,0,0,0,2
esp_dev_track_b_00065,AYUDÓ BASTANTE! Y EASTVE WASTE VIEWING OTHERS FOR OTHERS ME LES ABURRIA Y PERDIA LA CUENTA :D I was coming to OTHERS but the OTHERS were coming to me LES ABURRIA Y PERDIA LA CUENTA :D I was coming to OTHERS but the OTHERS were coming to me LES ABURRIA Y PERDIA LA CUENTA :D,0,0,0,2,0,0
esp_dev_track_b_00066,Que personas malditas Like no más maltrato animal <unk> <unk> What are you doing here?,2,2,0,0,3,3
esp_dev_track_b_00067,"If you're here, I'll show you the feminine and what I'm missing as a man.",0,3,0,0,0,2
esp_dev_track_b_00068,"Why the ""no será para pobres""? title more stupid no vi",2,2,0,0,0,2
esp_dev_track_b_00069,I would have given it to you if I hadn't.,0,2,0,0,0,0
esp_dev_track_b_00070,OMG!! The kiss left me in shock!!! ❤️,0,0,0,0,0,3
esp_dev_track_b_00071,I can't stop crying.,0,0,0,0,3,0
esp_dev_track_b_00072,He laughed and asked again and again.,0,2,0,2,0,0
esp_dev_track_b_00073,OMG no me esperaba ese BESO. What are you doing?,0,0,0,0,0,2
esp_dev_track_b_00074,The poor interviewer has no idea of the president who has the Salvadoran people.,0,1,0,0,0,0
esp_dev_track_b_00075,Son unos HDP those who mistreat a the dogs ojalas that dios los maldiges a the malas personas,3,0,0,0,0,0
esp_dev_track_b_00076,"No, they're not going to quit. They're going to quit. They're going to quit.",2,2,0,0,0,0
esp_dev_track_b_00077,I would have been afraid of this video JAJAJAJAJAJAJAJAJAJAJA,0,0,2,2,0,0
esp_dev_track_b_00078,"Careful, you're going to die.",0,0,2,0,0,0
esp_dev_track_b_00079,Asu surprised me Arisita I thought it was a thing that had been cooked.,0,0,2,0,0,0
esp_dev_track_b_00080,"Amii!! Perdio Colombia <unk>, soy de Chile, Chile lost before, I had Feee, I'm sorry <unk>",0,0,0,0,3,0
esp_dev_track_b_00081,I dojoche that fear thats more big and dangerous #soypantojita #@<username> thank #soypantojita,0,0,2,0,0,0
esp_dev_track_b_00082,Ya no valen la pena because no cantan PVvto pVto is not enough,0,2,0,0,0,0
esp_dev_track_b_00083,There are priests who speak worse.,0,2,0,0,0,0
esp_dev_track_b_00084,It hurts me so much when Mariana says no to those kisses.,0,0,0,0,2,0
esp_dev_track_b_00085,He almost has a million likes OMG,0,0,0,2,0,2
esp_dev_track_b_00086,"Penajena, I'm going to die. I'm going to die.",2,2,0,0,0,0
esp_dev_track_b_00087,You are too creative I love you your video,0,0,0,3,0,0
esp_dev_track_b_00088,Completely fucked up.,3,0,0,0,0,0
esp_dev_track_b_00089,Like if you are afraid with,0,0,2,0,0,0
esp_dev_track_b_00090,It is so sad what happens to the birds.,0,0,0,0,2,0
esp_dev_track_b_00091,"God illuminate the Lord Trump. It is more ten friends than enemies. The money and the power, no lo es todo.",0,0,0,2,0,0
esp_dev_track_b_00092,You are original and that is very cool.,0,0,0,3,0,2
esp_dev_track_b_00093,That's good now if we can be communists.,0,0,0,0,2,0
esp_dev_track_b_00094,Everything: the quesoport Yo: so,0,0,0,2,0,0
esp_dev_track_b_00095,"OMG, I thought it was the end of Luisito!",0,0,0,1,0,2
esp_dev_track_b_00096,That's what scares me more than any Hollywood horror movie.,0,0,2,0,0,0
esp_dev_track_b_00097,It's a lot of fear.,0,0,2,2,0,0
esp_dev_track_b_00098,The worst world of shit bts y @<username> no,2,2,0,0,0,0
esp_dev_track_b_00099,It seems like a drug addict is watching the video.,0,2,0,0,0,0
esp_dev_track_b_00100,"Pure good news, news of the last hour, world emergency, what was missing?",2,1,0,0,0,0
esp_dev_track_b_00101,"The truth surprises me, in Mexico he bought handmade clothes and mantles that are a work of art.",0,0,0,0,0,2
esp_dev_track_b_00102,When _ when abres un video but solo hay comentarios de ganadores de iphones_ -*Odio akii!!*,2,0,0,0,0,0
esp_dev_track_b_00103,It's not that they don't know. <unk> Dancing talent is super natural. <unk> The lack of pain is unknown @<unk>username> me dan son stupid nos pones eróticos<unk>,1,2,0,0,0,0
esp_dev_track_b_00104,Son feos y punto.,2,2,0,0,0,0
esp_dev_track_b_00105,But what a stunning beauty... I hope to see you again in many more videos... xD,0,0,0,2,0,2
esp_dev_track_b_00106,Like si baben cuantos años tiene @<username> I've been here for a while now.,0,0,0,2,0,0
esp_dev_track_b_00107,"Yes, I'm afraid of you.",0,0,2,0,0,0
esp_dev_track_b_00108,This video has given me so much cancer that I don't have a calf.,2,2,0,0,0,0
esp_dev_track_b_00109,Son of liars if there is no tomas agua <unk> te moris,2,2,0,0,0,0
esp_dev_track_b_00110,"Un poco triste, pero en Costa Rica we have similar prices (for not saying the same jaja).",0,0,0,0,2,2
esp_dev_track_b_00111,@<username> tus hater son una basuras (You are the one who hates me),2,2,0,0,0,0
esp_dev_track_b_00112,This man is like a perfect title holder.,0,0,0,2,0,0
esp_dev_track_b_00113,This is a video trash.,0,2,0,0,0,0
esp_dev_track_b_00114,I'm afraid I have to be afraid,0,0,2,0,0,0
esp_dev_track_b_00115,Todo por mi familia es muy importante para nosotros comunicar ANSES bendiciones y éxitos de otro amor de más 👍👍👍 ️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️,0,0,0,2,0,0
esp_dev_track_b_00116,You're the one who's going to die.,0,2,0,0,0,0
esp_dev_track_b_00117,What a wonderful world it is that we are destroying it,0,0,0,0,2,0
esp_dev_track_b_00118,I'm scared when Mariana almost kills me.,0,0,2,0,0,1
esp_dev_track_b_00119,"I'm worried if the shipment doesn't arrive, let's go to the car.",0,0,2,0,0,0
esp_dev_track_b_00120,"When you arrive early and you don't know what to comment,ICKKCK,I'm scared of spiders,JJtkobs,Sigan How the song in the comments",0,0,2,0,0,0
esp_dev_track_b_00121,The worst thing about it all is that it ends up being abandoned.,0,1,0,0,0,2
esp_dev_track_b_00122,"They are horrible, just like our governments.",2,2,0,0,2,0
esp_dev_track_b_00123,I hope this doesn't come up in my exam.,0,0,2,0,0,0
esp_dev_track_b_00124,"I helped a lot, I didn't understand anything.",0,0,0,2,0,0
esp_dev_track_b_00125,When these crying and of the nothing se te olvida xd -La Irene :3,0,0,0,2,0,0
esp_dev_track_b_00126,I'm shaking and I'm asking you.,0,3,0,0,0,2
esp_dev_track_b_00127,Ojala y se pudran las perreras y los que maltratan años animalitos <unk> They are the ones who are mistreating the animals.,3,0,0,0,0,0
esp_dev_track_b_00128,I love my son the best nando @<username> panda y mariana son the best <unk>,0,0,0,2,0,0
esp_dev_track_b_00129,I was sad because I saw your infidel sister.,0,0,0,0,2,0
esp_dev_track_b_00130,I think I'm the one who's wrong.,1,2,0,0,0,0
esp_dev_track_b_00131,think that now @<username> se fue de youtube :( we are going to wonder @<username>,0,0,0,0,2,0
esp_dev_track_b_00132,Hate the haters,2,2,0,0,0,0
esp_dev_track_b_00133,Your roas es un asco!! No saben cantar Su,2,0,0,0,0,0
esp_dev_track_b_00134,Felicidades @<username> for your new theme and the best of your successes.,0,0,0,2,0,0
esp_dev_track_b_00135,They stole the video from another channel.,2,2,0,0,0,0
esp_dev_track_b_00136,A mi el pinche profe me mando alv cuando le dije that I will explain to you the pinche panson,2,2,0,0,0,0
esp_dev_track_b_00137,I love you all very much. You've never stopped being you. You're brilliant.,0,0,0,3,0,0
esp_dev_track_b_00138,I really can't believe that that song that Nando y Panda did was extreme.,0,0,0,0,0,2
esp_dev_track_b_00139,Jaja temimos por @<username> Jaja temimos por is a user name that is used to refer to a person.,0,0,2,2,0,0
esp_dev_track_b_00140,"I'm afraid that if we start putting presidents in jail, we'll end up with no candidates.",0,2,2,2,0,0
esp_dev_track_b_00141,Amara that fea ella es Amara y si es ustedes re fea <unk>,2,3,0,0,0,0
esp_dev_track_b_00142,a for the million subscribers,0,0,0,2,0,0
esp_dev_track_b_00143,Like if you know who was behind the lion ,0,0,0,2,0,0
esp_dev_track_b_00144,Your song is a song...,0,2,0,0,0,0
esp_dev_track_b_00145,I'm so enchanted by that!,0,2,0,3,0,0
esp_dev_track_b_00146,I left at 11.14?.. what did he do wrong?.,0,0,0,0,0,2
esp_dev_track_b_00147,Ya son 11M we adore you 😍,0,0,0,0,0,2
esp_dev_track_b_00148,That bobos are already very old how to be with ridicule,1,3,0,0,0,0
esp_dev_track_b_00149,Yoloriana asked me to ask you but I didn't get it from Mariana.,0,2,0,0,0,0
esp_dev_track_b_00150,"Huy que gran noticia, pobres reporteros se desviven por informar a la gente con este tipo notas <unk> <unk> This is the first time I've seen this kind of news.",0,2,0,0,2,0
esp_dev_track_b_00151,Que ridicules fue el roast me da shock ,0,2,0,0,0,2
esp_dev_track_b_00152,I'm more than happy to see my ex-husband's girlfriend.,0,0,0,2,0,0
esp_dev_track_b_00153,There are many paranormal things going on in @<username>,0,0,1,0,0,0
esp_dev_track_b_00154,I am very nervous.,0,0,2,0,0,0
esp_dev_track_b_00155,Eres el mejor @<username> saludos <unk> is the best,0,0,0,2,0,0
esp_dev_track_b_00156,That asco ya cagaron Cancionbórrelo also sings horrible,0,3,0,0,0,0
esp_dev_track_b_00157,OMG!!! I can see the chinita skin on my face ❤️ it's super incredible,0,0,0,2,0,2
esp_dev_track_b_00158,That's why hundreds of babies with HIV were born.,2,0,0,0,0,0
esp_dev_track_b_00159,"I can't get enough of the oirla, ups.",0,0,0,0,0,2
esp_dev_track_b_00160,You guys are stupid but you are stupid balls without neurons :3,2,2,0,0,0,0
esp_dev_track_b_00161,@<username> tell me after that terrible dance I'm sure you've hurt the body of the countess😂😂😂,0,0,0,2,0,0
esp_dev_track_b_00162,Jajaj in the minute until the man in front of the king palomo :v se rie porlo que dice luicito :v,0,0,0,2,0,0
esp_dev_track_b_00163,Poor @<username> everyone has yellow but she doesn't <unk>,0,0,0,0,1,0
esp_dev_track_b_00164,"Oh, how impressive it is.",0,0,0,0,0,3
esp_dev_track_b_00165,I love you very much.,0,0,0,3,0,0
esp_dev_track_b_00166,My friend would love to see him show the sea in Colombia-Bogota.,0,0,0,2,0,0
esp_dev_track_b_00167,"That fear won, that desire to steal.",2,0,2,0,0,0
esp_dev_track_b_00168,Now all the Youbers want to be singers and the worst part is that they abuse the autotune like @<username>,0,2,0,0,0,0
esp_dev_track_b_00169,K last q of so many beautiful places in sevilla le haya dao such importance to the plaza de toros,0,0,0,0,2,0
esp_dev_track_b_00170,Tomorrow I have an exam and I will help a lot.,0,0,0,2,0,0
esp_dev_track_b_00171,I'm afraid I'm going to die. I'm afraid I'm going to die.,0,0,2,2,0,0
esp_dev_track_b_00172,Si tiene cara de maric*n Si has the face of a maric*n,0,3,0,0,0,0
esp_dev_track_b_00173,I will sell peppa but I will tell you the pepona xd,0,0,0,2,0,0
esp_dev_track_b_00174,How do they delete the real head of state?,0,0,0,2,0,0
esp_dev_track_b_00175,The best of this video was the pool.,0,0,0,2,0,0
esp_dev_track_b_00176,Who thinks more that they're going to close the canal after they're scared?,0,0,2,0,0,0
esp_dev_track_b_00177,I love your videos and your songs and we are already 11 million.,0,0,0,2,0,0
esp_dev_track_b_00178,"What the fuck, they're merging and selling those fucking MAXIVERGAS...",0,2,0,0,0,0
esp_dev_track_b_00179,"Siento que @<username> puso cara fea cuando vio a ""su mejor amigo"" por su color de piel <unk> <unk> When did he see a ""your best friend"" because of his skin color <unk>",0,2,0,0,0,3
esp_dev_track_b_00180,Honestly the videos like these make me cry and give me an idea that we are doing wrong,0,0,0,0,2,0
esp_dev_track_b_00181,<unk>que injusticia!! Urge to allow the lomitos to <unk> use the metro obviously in a form that can be answered,2,2,0,0,2,0
esp_dev_track_b_00182,I forget to think that I followed you since your first video.,0,0,0,0,2,0
esp_dev_track_b_00183,"No, I don 't understand. They're all right.",0,0,0,0,0,2
esp_dev_track_b_00184,Why is it that you are not the trips that pity the truth,0,0,0,0,2,0
